Date,Open,High,Low,Close,Adj Close,Volume
2021-06-10,422.959991,424.630005,421.549988,423.609985,414.606445,51020100
2021-06-11,424.200012,424.429993,422.820007,424.309998,415.291565,45570800
2021-06-14,424.429993,425.369995,423.100006,425.260010,416.221375,42358500
2021-06-15,425.420013,425.459991,423.540009,424.480011,415.457977,51508500
2021-06-16,424.630005,424.869995,419.920013,422.109985,413.138306,80386100
2021-06-17,421.670013,423.019989,419.320007,421.970001,413.001343,90949700
2021-06-18,417.089996,417.829987,414.700012,414.920013,407.429749,118676300
2021-06-21,416.799988,421.059998,415.929993,420.859985,413.262451,72822000
2021-06-22,420.850006,424.000000,420.079987,423.109985,415.471832,57700300
2021-06-23,423.190002,424.049988,422.510010,422.600006,414.971100,49445400
2021-06-24,424.890015,425.549988,424.619995,425.100006,417.425964,45110300
2021-06-25,425.899994,427.089996,425.549988,426.609985,418.908661,58129500
2021-06-28,427.170013,427.649994,425.890015,427.470001,419.753174,53159600
2021-06-29,427.880005,428.559998,427.130005,427.700012,419.979004,35970500
2021-06-30,427.209991,428.779999,427.179993,428.059998,420.332489,64827900
2021-07-01,428.869995,430.600006,428.799988,430.429993,422.659729,53441000
2021-07-02,431.670013,434.100006,430.519989,433.720001,425.890381,57697700
2021-07-06,433.779999,434.010010,430.010010,432.929993,425.114594,68710400
2021-07-07,433.660004,434.760010,431.510010,434.459991,426.616943,63549500
2021-07-08,428.779999,431.730011,427.519989,430.920013,423.140900,97595200
2021-07-09,432.529999,435.839996,430.709991,435.519989,427.657867,76238600
2021-07-12,435.429993,437.350006,434.970001,437.079987,429.189667,52889600
2021-07-13,436.239990,437.839996,435.309998,435.589996,427.726532,52911300
2021-07-14,437.399994,437.920013,434.910004,436.239990,428.364868,64130400
2021-07-15,434.809998,435.529999,432.720001,434.750000,426.901733,55126400
2021-07-16,436.010010,436.059998,430.920013,431.339996,423.553314,75874700
2021-07-19,426.190002,431.410004,421.970001,424.970001,417.298309,147987000
2021-07-20,425.679993,432.420013,424.829987,431.059998,423.278351,99608200
2021-07-21,432.339996,434.700012,431.010010,434.549988,426.705353,64724400
2021-07-22,434.739990,435.720001,433.690002,435.459991,427.598969,47878500
2021-07-23,437.519989,440.299988,436.790009,439.940002,431.998077,63766600
2021-07-26,439.309998,441.029999,439.260010,441.019989,433.058563,43719200
2021-07-27,439.910004,439.940002,435.989990,439.010010,431.084869,67397100
2021-07-28,439.679993,440.299988,437.309998,438.829987,430.908081,52472400
2021-07-29,439.820007,441.799988,439.809998,440.649994,432.695221,47435300
2021-07-30,437.910004,440.059998,437.769989,438.510010,430.593903,68951200
2021-08-02,440.339996,440.929993,437.209991,437.589996,429.690460,58783300
2021-08-03,438.440002,441.279999,436.100006,441.149994,433.186218,58053900
2021-08-04,439.779999,441.119995,438.730011,438.980011,431.055389,46732200
2021-08-05,440.220001,441.850006,439.880005,441.760010,433.785248,38969700
2021-08-06,442.100006,442.940002,441.799988,442.489990,434.502014,46930000
2021-08-09,442.459991,442.799988,441.309998,442.130005,434.148499,41222600
2021-08-10,442.609985,443.440002,441.880005,442.679993,434.688599,43339300
2021-08-11,443.820007,443.880005,442.619995,443.779999,435.768738,44034300
2021-08-12,443.619995,445.260010,442.660004,445.109985,437.074707,38909400
2021-08-13,445.589996,445.940002,445.070007,445.920013,437.870117,39470300
2021-08-16,444.529999,447.109985,442.869995,446.970001,438.901123,73740000
2021-08-17,444.239990,444.959991,440.850006,444.040009,436.024017,92673900
2021-08-18,442.959991,444.630005,438.920013,439.179993,431.251770,89351900
2021-08-19,436.269989,441.140015,436.119995,439.859985,431.919495,92812200
2021-08-20,440.230011,443.709991,439.709991,443.359985,435.356323,72008700
2021-08-23,445.160004,448.230011,443.440002,447.260010,439.185913,54973000
2021-08-24,447.970001,448.540009,447.420013,447.970001,439.883118,38744700
2021-08-25,448.170013,449.459991,447.769989,448.910004,440.806152,40529700
2021-08-26,448.609985,448.859985,446.160004,446.260010,438.203979,57829600
2021-08-27,447.119995,450.649994,447.059998,450.250000,442.121918,77235100
2021-08-30,450.970001,453.070007,450.709991,452.230011,444.066193,48357400
2021-08-31,452.130005,452.489990,450.920013,451.559998,443.408264,59300200
2021-09-01,452.559998,453.109985,451.549988,451.799988,443.643982,48721400
2021-09-02,453.320007,454.049988,451.910004,453.190002,445.008881,42501000
2021-09-03,451.980011,453.630005,451.549988,453.079987,444.900818,47170500
2021-09-07,452.709991,452.809998,450.739990,451.459991,443.310059,51671500
2021-09-08,450.890015,451.670013,448.859985,450.910004,442.770050,56181900
2021-09-09,450.700012,452.570007,448.720001,448.980011,440.874878,57970400
2021-09-10,451.040009,451.489990,445.309998,445.440002,437.398804,89948200
2021-09-13,448.640015,448.920013,444.109985,446.579987,438.518188,83738600
2021-09-14,448.119995,448.339996,443.220001,444.170013,436.151703,78197100
2021-09-15,444.619995,448.410004,443.440002,447.880005,439.794739,78792200
2021-09-16,447.320007,448.359985,444.019989,447.170013,439.097565,77786700
2021-09-17,444.920013,445.369995,441.019989,441.399994,434.820282,118425000
2021-09-20,434.880005,436.559998,428.859985,434.040009,427.569977,166445500
2021-09-21,436.529999,437.910004,433.070007,433.630005,427.166107,92526100
2021-09-22,436.049988,440.029999,433.750000,437.859985,431.333008,102350100
2021-09-23,439.850006,444.890015,439.600006,443.179993,436.573730,76396000
2021-09-24,441.440002,444.670013,441.209991,443.910004,437.292877,62094800
2021-09-27,442.809998,444.049988,441.899994,442.640015,436.041809,61371100
2021-09-28,439.690002,440.040009,432.940002,433.720001,427.254791,130436300
2021-09-29,435.190002,437.040009,433.850006,434.450012,427.973877,82329200
2021-09-30,436.019989,436.769989,428.779999,429.140015,422.743042,140506000
2021-10-01,430.980011,436.029999,427.230011,434.239990,427.766968,129240100
2021-10-04,433.000000,433.959991,426.359985,428.640015,422.250519,128570000
2021-10-05,430.239990,435.489990,429.390015,433.100006,426.644012,90682500
2021-10-06,429.269989,435.119995,427.540009,434.899994,428.417145,113032200
2021-10-07,438.390015,441.679993,438.200012,438.660004,432.121094,72437500
2021-10-08,439.480011,439.890015,437.190002,437.859985,431.333008,74557400
2021-10-11,437.160004,440.260010,434.619995,434.690002,428.210297,65233300
2021-10-12,435.670013,436.100006,432.779999,433.619995,427.156250,71181200
2021-10-13,434.709991,436.049988,431.540009,435.179993,428.692993,72974000
2021-10-14,439.079987,442.660004,438.579987,442.500000,435.903870,70236800
2021-10-15,444.750000,446.260010,444.089996,445.869995,439.223633,66260200
2021-10-18,443.970001,447.549988,443.269989,447.190002,440.523956,62213200
2021-10-19,448.920013,450.709991,448.269989,450.640015,443.922546,46996800
2021-10-20,451.130005,452.730011,451.010010,452.410004,445.666168,49571600
2021-10-21,451.769989,453.829987,451.309998,453.589996,446.828552,41305400
2021-10-22,453.130005,454.670013,451.049988,453.119995,446.365570,58845100
2021-10-25,454.279999,455.899994,452.390015,455.549988,448.759338,45214500
2021-10-26,457.200012,458.489990,455.559998,455.959991,449.163239,56075100
2021-10-27,456.450012,457.160004,453.859985,453.940002,447.173370,72438000
2021-10-28,455.459991,458.399994,455.450012,458.320007,451.488068,51437900
2021-10-29,455.869995,459.559998,455.559998,459.250000,452.404175,70162400
2021-11-01,460.299988,460.700012,458.200012,460.040009,453.182434,48433600
2021-11-02,460.220001,462.230011,460.079987,461.899994,455.014679,48908400
2021-11-03,461.299988,465.149994,460.829987,464.720001,457.792664,52509800
2021-11-04,465.359985,467.000000,464.989990,466.910004,459.950043,52847100
2021-11-05,469.279999,470.649994,466.920013,468.529999,461.545898,66390600
2021-11-08,469.700012,470.230011,468.200012,468.929993,461.939880,50405200
2021-11-09,469.320007,469.570007,465.880005,467.380005,460.412994,51149100
2021-11-10,465.579987,467.380005,462.040009,463.619995,456.709076,69429700
2021-11-11,465.209991,465.290009,463.750000,463.769989,456.856842,34848500
2021-11-12,465.119995,467.859985,464.109985,467.269989,460.304626,53466700
2021-11-15,468.640015,468.809998,466.230011,467.429993,460.462250,46980500
2021-11-16,467.149994,470.489990,467.070007,469.279999,462.284668,48857500
2021-11-17,469.000000,469.190002,467.480011,468.140015,461.161713,47858300
2021-11-18,469.239990,470.010010,466.339996,469.730011,462.727997,50625600
2021-11-19,469.609985,470.940002,468.500000,468.890015,461.900482,57315600
2021-11-22,470.890015,473.540009,467.350006,467.570007,460.600189,72762000
2021-11-23,467.220001,469.100006,464.450012,468.190002,461.210968,73206500
2021-11-24,466.059998,469.570007,465.190002,469.440002,462.442291,61858800
2021-11-26,462.339996,463.899994,457.769989,458.970001,452.128387,112669600
